Voter_Id,Election_Year,State,Sex,Age_Range,Candidate_Supported,perceptions_of_electoral_integrity_index,State_Electoral_Integrity,National_Electoral_Integrity,Laws_Discriminated,Laws_Favored_Incumbent,Laws_Restricted_Citizen_Rights,Electoral_Laws_Index,Election_Managed_Well,Voting_Information_Available,Election_Officials_Fair,Election_Followed_Law,Election_Procedures_Index,Boundaries_Discriminated,Boundaries_Favored_Incumbent,Boundaries_Impartial,Voting_District_Boundaries_Index,Citizens_Not_Found_in_Register,Register_Inaccurate,Ineligible_Voters_Registered,Voter_Registration_Index,Opposition_Prevented,Women_Provided_Opportunity,Leaders_Selected_Candidates,Campaign_Rallies_Restricted,Party/Candidate_Registration_Index,Newspapers_Balanced,Television_Favored_Incumbent,Media_Access_Fair,Media_Coverage_Fair,Social_Media_Exposed_Fraud,Media_Coverage_Index,Subsidy_Access_Fair,Donation_Access_Fair,Campaign_Accounts_Transparent,Elections_Bought_by_Rich,Resources_Improperly_Used,Campaign_Finance_Index,Voters_Threatened_with_Violence,Fradulent_Votes_Cast,Voting_Process_Easy,Choice_of_Candidates,Postal_Ballots_Available,Disabled_Provided_Access,Expatriates_Able_to_Vote,Internet_Ballots_Available,Voting_Process_Index,Ballot_Boxes_Secure,Results_Announced_Without_Delay,Vote_Count_Fair,International_Monitors_Restricted,Domestic_Monitors_Restricted,Vote_Count_Index,Results_Challenged,Protests_Peaceful,Protests_Violent,Dispute_Resolved_in_Courts,Election_Results_Index,Authorities_Impartial,Information_Distributed,Authorities_Scrutinized,Authorities_Performed_Well,Electoral_Authorities_Index,Election_Rigged,Deadlines_Restrictive,Voters_Waited,Voters_Intimidated,Multiple_Ballots_Cast,Machines_Accurate,Records_Secure,Votes_Counted_Quickly,Outcome_Reflected_Popular_Will
CLI-2026-04,2016,California,Male,70-79,Clinton,74.31,10,8,Strongly Disagree,Agree,Strongly Disagree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Disagree,Strongly Disagree,Strongly Disagree,91.67,Disagree,Agree,Disagree,Strongly Disagree,80,Agree,Don't Know,Agree,Agree,Neither Agree Nor Disagree,67.75,Agree,Agree,Agree,Disagree,Strongly Disagree,80,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Don't Know,Strongly Agree,Strongly Disagree,69.06,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,90,Disagree,Strongly Agree,Agree,Agree,43.75,Agree,Agree,Agree,Agree,75,Strongly Disagree,Agree,Don't Know,Don't Know,Strongly Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,California,Male,50-59,Clinton,81.94,10,10,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Strongly Disagree,58.33,Neither Agree Nor Disagree,Strongly Agree,Disagree,41.67,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,40,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,83.75,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,94,Strongly Disagree,Strongly Agree,Strongly Disagree,Not Applicable,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,California,Female,40-49,Clinton,61.12,9,2,Strongly Agree,Disagree,Disagree,50,Agree,Strongly Agree,Agree,Agree,81.25,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Don't Know,Don't Know,Don't Know,52.92,Disagree,Agree,Disagree,Disagree,75,Strongly Disagree,Don't Know,Agree,Strongly Disagree,Strongly Disagree,28.5,Agree,Disagree,Agree,Agree,Disagree,55,Don't Know,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,70.16,Don't Know,Disagree,Agree,Don't Know,Don't Know,66.5,Strongly Disagree,Strongly Agree,Agree,Neither Agree Nor Disagree,43.75,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,California,Female,30-39,Clinton,74.49,10,10,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,58.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Disagree,Agree,Agree,58.33,Don't Know,Don't Know,Disagree,58.33,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Agree,Disagree,Agree,Agree,Disagree,65,Not Applicable,Agree,Agree,Disagree,Strongly Disagree,75.25,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Not Applicable,Disagree,74.75,Disagree,Agree,Disagree,Not Applicable,62.5,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Agree,Don't Know,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
CLI-2026-04,2016,California,Male,40-49,Clinton,59.54,8,4,Agree,Agree,Neither Agree Nor Disagree,33.33,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Agree,75,Agree,Agree,Agree,25,Agree,Agree,Disagree,Disagree,65,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,70,Agree,Disagree,Strongly Disagree,Disagree,Disagree,50,Strongly Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Strongly Agree,Don't Know,Strongly Disagree,57.03,Don't Know,Disagree,Don't Know,Don't Know,Neither Agree Nor Disagree,62.25,Disagree,Strongly Agree,Disagree,Agree,56.25,Agree,Agree,Agree,Agree,75,Agree,Agree,Agree,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Neither Agree Nor Disagree
CLI-2026-04,2016,California,Male,40-49,Clinton,58.6,8,7,Agree,Agree,Disagree,41.67,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Don't Know,Don't Know,Disagree,57.08,Don't Know,Don't Know,Agree,Don't Know,68.75,Neither Agree Nor Disagree,Agree,Agree,Agree,Agree,60,Don't Know,Disagree,Strongly Disagree,Strongly Agree,Don't Know,27.5,Don't Know,Don't Know,Agree,Neither Agree Nor Disagree,Agree,Don't Know,Don't Know,Don't Know,67.66,Agree,Agree,Don't Know,Don't Know,Don't Know,75.75,Disagree,Don't Know,Disagree,Don't Know,62.19,Agree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,62.5,Strongly Disagree,Agree,Don't Know,Agree,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Disagree
CLI-2026-04,2016,California,Male,60-69,Clinton,70.59,8,2,Disagree,Disagree,Disagree,75,Agree,Strongly Agree,Don't Know,Agree,84.06,Disagree,Disagree,Agree,75,Don't Know,Don't Know,Disagree,63.75,Agree,Agree,Strongly Disagree,Disagree,70,Agree,Disagree,Agree,Agree,Don't Know,66.75,Don't Know,Don't Know,Don't Know,Disagree,Disagree,61.75,Disagree,Disagree,Agree,Agree,Agree,Don't Know,Agree,Disagree,69.38,Don't Know,Agree,Agree,Disagree,Disagree,76.75,Disagree,Agree,Disagree,Don't Know,62.5,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Don't Know,Disagree,Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,California,Male,70-79,Clinton,57.27,10,10,Strongly Disagree,Strongly Disagree,Disagree,91.67,Agree,Agree,Agree,Agree,75,Disagree,Agree,Agree,58.33,Don't Know,Don't Know,Don't Know,63.75,Neither Agree Nor Disagree,Agree,Strongly Agree,Strongly Disagree,65,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Don't Know,47,Disagree,Disagree,Disagree,Agree,Don't Know,34.25,Don't Know,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Don't Know,54.22,Agree,Agree,Don't Know,Don't Know,Agree,65,Agree,Strongly Agree,Disagree,Disagree,31.25,Agree,Agree,Disagree,Agree,62.5,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
N/A,2016,California,Male,40-49,,66.38,9,8,Agree,Neither Agree Nor Disagree,Disagree,50,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Agree,Disagree,Agree,58.33,Don't Know,Don't Know,Agree,46.67,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,95,Neither Agree Nor Disagree,Disagree,Agree,Disagree,Not Applicable,53,Not Applicable,Strongly Disagree,Strongly Disagree,Disagree,Disagree,39.5,Strongly Disagree,Strongly Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,Strongly Disagree,62.5,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Disagree,88.75,Not Applicable,Agree,Agree,Agree,51.56,Strongly Agree,Agree,Agree,Strongly Agree,87.5,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree
CLI-2026-04,2016,California,Male,60-69,Clinton,73.88,10,9,Neither Agree Nor Disagree,Disagree,Strongly Disagree,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Neither Agree Nor Disagree,Disagree,Disagree,66.67,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,95,Neither Agree Nor Disagree,Strongly Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Don't Know,55,Don't Know,Agree,Neither Agree Nor Disagree,Disagree,Disagree,63.75,Disagree,Disagree,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,75.94,Agree,Agree,Strongly Agree,Don't Know,Don't Know,80.25,Don't Know,Agree,Agree,Don't Know,48.13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
STE-2026-01,2016,California,Male,50-59,Stein,43.37,4,3,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,16.67,Agree,Agree,Agree,Agree,75,Disagree,Agree,Agree,58.33,Strongly Agree,Agree,Neither Agree Nor Disagree,25,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,50,Disagree,Agree,Disagree,Disagree,Neither Agree Nor Disagree,30,Disagree,Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,35,Strongly Agree,Neither Agree Nor Disagree,Strongly Disagree,Agree,Agree,Neither Agree Nor Disagree,Agree,Disagree,43.75,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,55,Agree,Strongly Agree,Agree,Neither Agree Nor Disagree,25,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,56.25,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree
STE-2026-01,2016,California,Male,30-39,Stein,75,9,7,Disagree,Disagree,Agree,58.33,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Strongly Disagree,Strongly Disagree,Agree,91.67,Disagree,Disagree,Disagree,75,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,90,Agree,Disagree,Agree,Agree,Neither Agree Nor Disagree,70,Neither Agree Nor Disagree,Agree,Agree,Disagree,Disagree,70,Disagree,Strongly Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Agree,Disagree,Agree,62.5,Agree,Agree,Agree,Agree,75,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree
STE-2026-01,2016,California,Male,50-59,Stein,44.39,7,5,Agree,Agree,Neither Agree Nor Disagree,33.33,Agree,Agree,Agree,Agree,75,Strongly Agree,Agree,Disagree,16.67,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,41.67,Disagree,Disagree,Agree,Neither Agree Nor Disagree,40,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,35,Disagree,Disagree,Disagree,Strongly Agree,Agree,20,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,56.25,Agree,Disagree,Agree,Disagree,Disagree,65,Neither Agree Nor Disagree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,37.5,Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree
CLI-2026-04,2016,California,Male,60-69,Clinton,75.36,10,8,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Neither Agree Nor Disagree,Agree,75,Don't Know,Don't Know,Don't Know,55,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,60,Agree,Disagree,Don't Know,Agree,Don't Know,64.25,Not Applicable,Disagree,Don't Know,Neither Agree Nor Disagree,Strongly Disagree,55,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Not Applicable,80.63,Don't Know,Strongly Agree,Strongly Agree,Not Applicable,Not Applicable,86.25,Disagree,Don't Know,Strongly Disagree,Don't Know,65,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,92.5,Strongly Disagree,Strongly Disagree,Don't Know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
N/A,2016,California,Male,40-49,,78.9,10,6,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,83.33,Strongly Agree,Strongly Agree,Strongly Agree,Agree,93.75,Strongly Disagree,Strongly Disagree,Strongly Agree,100,Don't Know,Agree,Strongly Disagree,50.42,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,95,Agree,Neither Agree Nor Disagree,Strongly Agree,Agree,Don't Know,67.75,Strongly Agree,Disagree,Agree,Disagree,Agree,60,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,82.19,Strongly Agree,Agree,Strongly Agree,Don't Know,Don't Know,83.75,Strongly Disagree,Strongly Agree,Agree,Agree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Agree,Neither Agree Nor Disagree,Don't Know,Strongly Disagree,Agree,Agree,Agree,Strongly Agree
CLI-2026-04,2016,California,Female,60-69,Clinton,72.5,10,1,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Don't Know,Strongly Agree,74.17,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,60,Strongly Disagree,Don't Know,Strongly Disagree,Strongly Disagree,Strongly Disagree,14.75,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,35,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,87.5,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,93,Don't Know,Strongly Agree,Strongly Disagree,Don't Know,54.06,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
CLI-2026-04,2016,California,Male,60-69,Clinton,86.07,10,9,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,70,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Strongly Disagree,65,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,86.56,Strongly Agree,Agree,Strongly Agree,Don't Know,Strongly Disagree,90,Disagree,Strongly Agree,Agree,Strongly Agree,50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Strongly Disagree,Don't Know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know
CLI-2026-04,2016,California,Female,80-89,Clinton,37.35,2,2,Strongly Agree,Strongly Agree,Strongly Agree,0,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,6.25,Strongly Agree,Not Applicable,,16.67,Don't Know,Don't Know,Don't Know,55.42,Don't Know,Don't Know,Agree,Disagree,46.5,Disagree,Strongly Agree,Strongly Disagree,Disagree,Don't Know,16.5,Don't Know,Don't Know,Don't Know,Agree,Don't Know,40.25,Don't Know,Don't Know,Strongly Disagree,Strongly Disagree,Disagree,Don't Know,Don't Know,Don't Know,42.34,Don't Know,Agree,Don't Know,Don't Know,Don't Know,70.25,Don't Know,Agree,Agree,Don't Know,44.06,Don't Know,Disagree,Don't Know,Don't Know,51.56,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree
N/A,2016,California,Male,30-39,,84.87,9,8,Disagree,Strongly Disagree,Disagree,83.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Don't Know,Don't Know,Don't Know,36.25,Strongly Disagree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,90,Agree,Neither Agree Nor Disagree,Strongly Agree,Agree,Agree,75,Agree,Agree,Agree,Disagree,Disagree,75,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,90.63,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,100,Strongly Disagree,Agree,Disagree,Agree,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,California,Male,60-69,Clinton,70.92,9,5,Agree,Agree,Neither Agree Nor Disagree,33.33,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Neither Agree Nor Disagree,Disagree,Agree,66.67,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,58.33,Disagree,Strongly Agree,Strongly Disagree,Disagree,90,Agree,Disagree,Agree,Agree,Don't Know,66.25,Agree,Neither Agree Nor Disagree,Agree,Disagree,Don't Know,68.25,Disagree,Neither Agree Nor Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,68.75,Agree,Agree,Agree,Don't Know,Disagree,75.5,Strongly Disagree,Strongly Agree,Disagree,Neither Agree Nor Disagree,56.25,Agree,Strongly Agree,Agree,Agree,81.25,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree
CLI-2026-04,2016,California,Male,60-69,Clinton,53.52,9,4,Strongly Agree,Strongly Agree,Strongly Agree,0,Agree,Agree,Agree,Agree,75,Agree,Agree,Disagree,25,Don't Know,Neither Agree Nor Disagree,Don't Know,59.17,Strongly Agree,Agree,Agree,Don't Know,52.75,Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Don't Know,35.5,Disagree,Agree,Disagree,Neither Agree Nor Disagree,Agree,40,Don't Know,Don't Know,Agree,Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,73.59,Agree,Disagree,Agree,Don't Know,Don't Know,63.25,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,Don't Know,55.94,Agree,Agree,Agree,Agree,75,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Don't Know,Agree,Agree,Disagree,Agree
STE-2026-01,2016,California,Male,30-39,Stein,75.99,10,10,Agree,Agree,Strongly Disagree,50,Agree,Strongly Agree,Strongly Agree,Strongly Agree,93.75,Neither Agree Nor Disagree,Disagree,Disagree,50,Strongly Agree,Disagree,Agree,33.33,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,95,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,65,Not Applicable,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,86.25,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Applicable,79.22,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Not Applicable,Not Applicable,81.75,Strongly Disagree,Agree,Neither Agree Nor Disagree,Strongly Agree,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neither Agree Nor Disagree,Disagree
CLI-2026-04,2016,California,Male,30-39,Clinton,68.14,9,7,Disagree,Disagree,Disagree,75,Agree,Agree,Strongly Agree,Strongly Agree,87.5,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,50,Don't Know,Don't Know,Don't Know,52.92,Disagree,Disagree,Disagree,Strongly Disagree,60,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Agree,Disagree,Neither Agree Nor Disagree,55,Agree,Agree,Don't Know,Strongly Agree,Neither Agree Nor Disagree,46.75,Agree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,Don't Know,66.72,Agree,Strongly Agree,Strongly Agree,Don't Know,Don't Know,87.5,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,68.75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
N/A,2016,California,Male,30-39,,60.99,9,9,Strongly Agree,Disagree,Agree,33.33,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,97.5,Agree,Agree,Disagree,25,Don't Know,Don't Know,Strongly Disagree,67.92,Agree,Agree,Agree,Disagree,50,Disagree,Don't Know,Don't Know,Disagree,Don't Know,40.5,Don't Know,Agree,Don't Know,Disagree,Don't Know,63.5,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,62.5,Agree,Agree,Agree,Not Applicable,Strongly Disagree,78.25,Disagree,Agree,Disagree,Don't Know,64.06,Agree,Agree,Don't Know,Agree,75.63,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Neither Agree Nor Disagree
CLI-2026-04,2016,California,Male,50-59,Clinton,65.23,8,7,Agree,Agree,Disagree,41.67,Strongly Agree,Agree,Strongly Agree,Strongly Agree,93.75,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,41.67,Strongly Agree,Agree,Agree,16.67,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,65,Agree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Agree,Disagree,70,Disagree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,30,Disagree,Strongly Disagree,Disagree,Strongly Agree,,Agree,Strongly Agree,Strongly Disagree,68.28,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,90,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Agree,87.5,Strongly Agree,Agree,Agree,Strongly Agree,87.5,Strongly Disagree,Agree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
CLI-2026-04,2016,California,Female,40-49,Clinton,68.62,10,7,Agree,Agree,Disagree,41.67,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,100,Agree,Agree,Disagree,25,Don't Know,Don't Know,Don't Know,52.08,Disagree,Agree,Disagree,Strongly Disagree,80,Agree,Disagree,Agree,Agree,Disagree,65,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Don't Know,53.75,Don't Know,Don't Know,Agree,Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Disagree,71.72,Strongly Agree,Strongly Agree,Don't Know,Strongly Disagree,Strongly Disagree,95.75,Disagree,Strongly Agree,Disagree,Don't Know,52.5,Agree,Strongly Agree,Agree,Strongly Agree,87.5,Strongly Disagree,Agree,Don't Know,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree
CLI-2026-04,2016,California,Male,30-39,Clinton,71.56,8,8,Neither Agree Nor Disagree,Disagree,Disagree,66.67,Don't Know,Agree,Don't Know,Strongly Agree,83.75,Strongly Disagree,Disagree,Strongly Agree,91.67,Don't Know,Don't Know,Don't Know,57.08,Don't Know,Don't Know,Don't Know,Don't Know,76.75,Disagree,Neither Agree Nor Disagree,Agree,Disagree,Strongly Disagree,35,Don't Know,Don't Know,Don't Know,Disagree,Don't Know,53.75,Don't Know,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Strongly Disagree,79.22,Don't Know,Strongly Agree,Agree,Don't Know,Don't Know,84.75,Don't Know,Don't Know,Don't Know,Don't Know,66.56,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,93.44,Strongly Disagree,Disagree,Don't Know,Don't Know,Strongly Disagree,Strongly Agree,Don't Know,Don't Know,Not Applicable
